,Backers,Category,Country,Goal,Name,Pledged,State
1283,0,Digital Art,US,100.0,Trump Yourself,0.0,failed
1284,2,Digital Art,US,50000.0,The art of light backgrounds,20.0,failed
1285,0,Digital Art,US,6250.0,Card Game Playmats / Giant Mouse Pads,0.0,failed
1286,1,Digital Art,US,2000.0,"Wildtiger Entertainment's 3D art, animation and game design",200.0,failed
1287,4,Digital Art,US,150.0,Fund Your Art,61.0,failed
1288,0,Digital Art,US,500.0,Drawings of Food,0.0,failed
1289,0,Digital Art,NL,150.0,Otome game where people die for.,0.0,failed
1290,1,Digital Art,GB,20000.0,Wall Jewellery - A modern take on the treasure chest,6.6131443,failed
1291,4,Digital Art,DE,5200.0,Miniaturen der Gehirne großer Geister,91.25529408,failed
1292,4,Digital Art,US,2000.0,Graphics tablet to create (more) art,200.0,failed
1293,1,Digital Art,US,10000.0,"""PLAYER 1 & 2""",1.0,failed
1294,1,Digital Art,FR,350.0,Piks,1.10864745,failed
1295,16,Illustration,US,1000.0,Samantha's Custom Cards,1255.0,successful
1296,15,Illustration,US,250.0,Seahawk Vinyl Stickers & Shirts,367.0,successful
1297,5,Illustration,US,300.0,Let me make a Valentine's Day card for your loved one.,310.0,successful
1298,92,Illustration,GB,1200.0,Comms Bureau Presents 'Pick Me Up Radio',2412.36247707,successful
1299,2,Illustration,US,1000.0,Home Away From Home,1000.0,successful
1300,33,Illustration,US,1500.0,Pet Portraits! Immortalize your Best Friend in my book,3526.0,successful
1301,21,Illustration,US,700.0,Coloring Postcards - Bud the Bunny & His Alphabet Friends,750.0,successful
1302,401,Illustration,US,5000.0,The Rogues Gallery: A Character Study Artbook by Edwin Huang,15707.0,successful
1303,24,Illustration,US,20.0,For $1 I'll send you art.,220.0,successful
1304,13,Illustration,US,250.0,Portrait Drive: The Ghosts of Halloween Past,250.0,successful
1305,77,Illustration,US,8000.0,"Letterpress Bucket List Maps & Prints, Limited Edition",8238.0,successful
1306,50,Illustration,US,250.0,Day of the Dead Thor Calavera Vinyl Stickers,817.0,successful
1307,21,Illustration,FR,170.0,Prêtresses - un addenda à l'ère du repos,253.55526273,successful
1308,44,Illustration,US,2000.0,Jim Ferguson's 2012 Movie Scene Art Book,2800.0,successful
1309,5,Illustration,GB,100.0,Lucid dream: Fantasy portrait art.,574.7090712,successful
1310,52,Illustration,US,1479.0,High quality prints of my art and illustrations,2307.0,successful
1311,50,Illustration,US,1650.0,You're Not Too Old,2092.0,successful
1312,5,Illustration,US,50.0,Star Trek Portraits Custom Freehand Drawing,145.0,successful
1313,49,Illustration,US,50.0,Unrealistic Pet Portraits,97.0,successful
1314,30,Illustration,US,1000.0,"Cover Art for Justine Graykin's new book, ""Awake Chimera""",1066.0,successful
1315,69,Illustration,US,12800.0,The Tarot Of Saqqara,13198.0,successful
1316,47,Illustration,US,1000.0,"""A Fiend In Need"" Art Print - 80s Metal x Dogs Playing Poker",2179.0,successful
1317,163,Illustration,NZ,7000.0,Walk with Art,5108.68033812,successful
1318,106,Illustration,US,5000.0,Power Posers - Miniature anatomical figurines for artists,6541.0,successful
1319,8,Illustration,GB,245.0,Cool Clients Needed,392.45999316,successful
1320,45,Illustration,US,1000.0,Grizzle Art Movement,1481.0,successful
1321,53,Illustration,US,360.0,A World of Dragons Postcards,1744.0,successful
1322,24,Illustration,US,600.0,The Four Seasons: Prints by Caviglia,1034.0,successful
1323,62,Illustration,US,3500.0,InLiquid 2011 Calendar,3647.0,successful
1324,22,Illustration,US,600.0,Drakon Infinitus Bamboo Prints,816.0,successful
1325,403,Illustration,US,12000.0,The 2013 John Picacio Calendar,28217.41,successful
1326,14,Illustration,US,150.0,The PNW Sticker Project,151.0,successful
1327,39,Illustration,GB,500.0,Stardust limited edition print launch,2061.225115,successful
1328,123,Illustration,US,2000.0,3 Pins + 3 Prints + 3 Stickers = 1 Magic World!,5300.0,successful
1329,2,Illustration,US,20.0,Celebrity Faces! (and probably there necks/shoulders too!!!),23.0,successful
1330,52,Illustration,FR,5000.0,Retro-style winter posters : ZERMATT,6949.8696528,successful
1331,69,Illustration,US,250.0,Day of the Dead Marilyn Monroe Calavera Vinyl Stickers,998.5,successful
1332,3,Illustration,GB,50.0,Microbiology Cards,88.15607416,successful
1333,105,Illustration,US,9000.0,"Hot Rod Illustration #101, Drawing AUTOS WITH MOTIVE!",9284.08,successful
1334,35,Illustration,AU,3250.0,Lost For Words : An exhibition by Andrew Frazer,2711.46129007,successful
1335,41,Illustration,US,3267.0,Metaleyelash: Volume I,4547.3,successful
1336,3,Illustration,US,100.0,Breaking Bad Fine Art Prints,124.0,successful
1337,6,Illustration,US,80.0,"Acrylic Charms: Confection Creatures, Good Luck Daruma Doll",87.0,successful
1338,19,Illustration,US,500.0,WINSTON'S CALENDAR PROJECT,775.0,successful
1339,67,Illustration,US,2500.0,"The Horrors: coloring book of cryptids, ghosts and monsters",2745.0,successful
1340,6,Illustration,GB,100.0,Bruce Campbell's Super Groovy Tee,154.522009,successful
1341,29,Illustration,US,450.0,The Art of Jason Lenox - Volume 2,627.95,successful
1342,8,Illustration,US,325.0,YACHT: A letterpress print poster,325.0,successful
1343,55,Illustration,US,500.0,Michigan Comics Collective Volume 2,1262.0,successful
1344,35,Illustration,US,250.0,Day of the Dead Homer Calavera Vinyl Stickers,549.0,successful
1345,104,Illustration,US,6750.0,Your Brain on Pandas: Book 1 of The Panda Chronicles,6902.55,successful
1346,125,Illustration,US,400.0,Little Batman V Superman Stickers,1802.0,successful
1347,55,Illustration,GB,1000.0,JUST THE TIP: The Male Adult Colouring Book from Fill Me In,1811.59948928,successful
1348,34,Illustration,US,4500.0,Kyooms: Positive Art for Kids!,4545.0,successful
1349,106,Illustration,US,8000.0,Donno's Higher Ground Tattoo,8745.0,successful
1350,35,Illustration,US,5000.0,"""The (Slightly) Imperfekt Card Company"" a.k.a: ""SIC cards""!",5255.0,successful
1351,98,Illustration,US,3000.0,Betsy Ann Paper Takes NY,4560.0,successful
1352,52,Illustration,US,300.0,Day of the Dead Calavera Scissorhands Vinyl Stickers,533.0,successful
1353,53,Illustration,US,2000.0,Draw uh Hipster,2885.0,successful
1354,21,Illustration,US,400.0,Great Hand-drawn Pet Portraits! (with Prints),504.0,successful
1355,19,Illustration,US,450.0,"Artbook ""All Eyes On Me""",508.0,successful
1356,23,Illustration,US,150.0,Sexy Stormtrooper Vinyl Stickers! 24 hrs left!!,180.0,successful
1357,69,Illustration,US,2220.0,Infinite Horizons: Limited Edition Fantasy Art Giclees,3561.0,successful
1358,11,Illustration,US,315.0,Newmediator Art Show,410.0,successful
1359,37,Illustration,US,2500.0,PRESS ON 2009,2700.0,successful
1360,40,Illustration,US,275.0,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,642.0,successful
1361,31,Illustration,US,450.0,Pissed OFF Panda I HATE YOU Uncle Sam USA 4x3 Vinyl Sticker,452.0,successful
1362,149,Illustration,US,3300.0,Her Coloring Book,8861.0,successful
1363,54,Illustration,US,3000.0,"""What's Your Number?"" Pin Ups - Fine Art Prints",3154.0,successful
1364,42,Illustration,US,1000.0,The Adventures of Buster & Duval,1702.0,successful
1365,38,Illustration,US,800.0,Coloring Book Show,884.0,successful
1366,41,Illustration,AU,3600.0,"""We Gangsta"" Exhibition",4597.91676146,successful
1367,28,Illustration,US,1000.0,Elaine's Ink,1025.0,successful
1368,14,Illustration,US,300.0,"2013 ""Spooky Girls"" Supernatural Art Show",656.0,successful
1369,115,Illustration,US,15000.0,100 Travel Posters with a Twist,15125.0,successful
1370,34,Illustration,US,1200.0,Snow Angel Greetings,1773.95,successful
1371,30,Illustration,US,500.0,Ancients & Warriors - The Epic Sketch Art of Gavin Michelli!,1422.2,successful
1372,118,Illustration,US,7500.0,To Die For,7628.0,successful
1373,14,Illustration,US,300.0,CHIYOKO'S 2013 Calendar,625.0,successful
1374,55,Illustration,GB,2500.0,Look Here: Camberwell Illustration 2016,3642.1847799,successful
1375,12,Illustration,US,100.0,"Sure, I'll Draw Your Portrait!",531.0,successful
1376,101,Illustration,GB,600.0,The Little ABC Book of Horror,3259.2818381616,successful
1377,8,Illustration,US,100.0,Special Edition - Inspired by Nature - Adult Coloring Book,149.0,successful
1378,55,Illustration,US,100.0,Nontraditional Love - 1st LGBTQ & Poly themed coloring book,1168.0,successful
1379,36,Illustration,US,1500.0,Fantasy art prints by Teal Newcomb,1609.0,successful
1380,97,Illustration,US,6000.0,Magical Realism Tarot,6916.0,successful
1381,19,Illustration,FR,300.0,Bubblized Captain America Vs Iron Man Vinyl Stickers,385.55081056,successful
1382,46,Illustration,US,3000.0,"""Fantasia"" A Fantasy Adult Coloring & Story/Mythology Book",3397.0,successful
1383,120,Illustration,US,1000.0,$2 Original Illustrations,2346.0,successful
1384,27,Illustration,GB,100.0,Prohibition: First Ever 1920's Colouring Book/Adult Coloring,745.46173265,successful
1385,112,Illustration,GB,2000.0,Help Open Studio Mama Wolf!,4608.2037122,successful
1386,50,Illustration,GB,2500.0,Illustration DJCAD Degree Show 2015,3751.12637354,successful
1387,72,Illustration,US,500.0,Ghost PokéZine,1854.0,successful
1388,27,Illustration,US,3000.0,"One Day I Thought This ""Musicians Series""",3075.0,successful
1389,39,Illustration,US,1500.0,The Legend of Awesome Goes to the Alamo,2148.0,successful
1390,137,Illustration,US,3300.0,3DJoes posters featuring beautiful figure and vehicle art!,11267.0,successful
1391,35,Illustration,US,2000.0,Sinometrica: Limited Edition Japanese Design Prints,2447.0,successful
1392,251,Illustration,GB,600.0,The Book Of Bare Bones - a collection of cartoon skeletons,6152.80614308,successful
1393,36,Illustration,US,500.0,The Subtle Needle,924.0,successful
1394,73,Illustration,US,250.0,Day of the Dead Wolverine Calavera Vinyl Stickers,1138.0,successful
1395,7,Illustration,CA,125.0,Original Art! From 1 Dollar!,150.50431302,successful
1396,1828,Illustration,US,10000.0,LOVE is : Puuung’s illustration of love,126644.0,successful
1397,37,Illustration,US,200.0,Spooky Family Portraits & Stickers,609.0,successful
1398,19,Illustration,CA,500.0,Original Art illustrations & drawings!,444.67761368,successful
1399,120,Illustration,US,3400.0,"Cover Art for Book 1 of ""Legends of an Honorable Mage""",3850.41,successful
1400,98,Illustration,US,875.0,"""Bigfoot Patrol: Yeti Squad"" Embroidered Patch Artist Merch",2001.0,successful
1401,22,Illustration,SE,10000.0,Patterns & Letters - Posters that speak!,1202.48581968,successful
1402,24,Illustration,US,200.0,Cornerian Starship Stickers,212.0,successful
1403,77,Illustration,US,1000.0,blindperson illustration custom tarot deck,2606.0,successful
1404,1007,Illustration,DK,19000.0,BLUSH: The Art of Pernille Ørum,42323.209983,successful
1405,6,Illustration,FR,10.0,Mogo Handmade : Drawing on demand!,100.2059793,successful
1406,105,Illustration,US,6000.0,18Loves ✿ BE the love,6717.0,successful
1407,27,Illustration,US,1000.0,"Adopt Your Ghost - A fun, new, unique Halloween tradition",1111.0,successful
1408,15,Illustration,GB,350.0,Liam Irons Artwork,577.17160848,successful
1409,98,Illustration,US,4000.0,Picturae: A Visual Latin Dictionary,4470.0,successful
1410,106,Illustration,US,300.0,Little Alice in Wonderland Stickers,1137.0,successful
1411,513,Illustration,CA,5500.0,Legendary Landscapes: Adult Coloring Book,16483.70024814,successful
1412,274,Illustration,GB,2000.0,Transmissions 2 - Robot art book by Matt Dixon,16616.57554845,successful
1413,58,Illustration,US,500.0,Coloring Dragons Vol. 2 Fantasy Coloring Book by Nina Bolen,1672.0,successful
1414,45,Illustration,GB,310.0,I Love Pizza Pin,773.92626783,successful
1415,23,Illustration,US,500.0,Arcadia's Pin Backed Buttons!,615.0,successful
1416,93,Illustration,US,10000.0,Making a Scene 2014 Art Book. Art from classic movies.,10328.0,successful
1417,142,Illustration,US,3000.0,(F) Menagerie Portfolio,7416.0,successful
1418,159,Illustration,US,300.0,Little Harley Quinn & Joker Vinyl Stickers,2421.0,successful
1419,12,Illustration,US,150.0,7 SENSES — custom portraits & your core magical values,251.0,successful
1420,47,Illustration,US,600.0,Thornwolf's Sketchbook Volume 1,2403.0,successful
1421,141,Illustration,GB,1000.0,The Book Of Bare Bones 2,3400.77583032,successful
1422,12,Illustration,US,650.0,Whimsical Journals - Hand Illustrated & Lettered - Fun Gifts,661.0,successful
1423,84,Illustration,US,750.0,The Map of Alien Invaders,2956.0,successful
1424,18,Illustration,US,500.0,Deep Sea Gardens Coloring Book,620.0,successful
1425,38,Illustration,CA,150.0,Randomness in your mail / Du random dans ta malle !,374.79454914,successful
1426,164,Illustration,US,5000.0,Botanical Inklings,5821.0,successful
1427,145,Illustration,US,750.0,Rainbow Fantasy Fairy Art Postcard Pixiepocalypse!,5798.0,successful
1428,125,Illustration,US,5000.0,NEVERMINDFUL 2017 Weekly Planner + Journal + Coloring Book,6368.0,successful
1429,105,Illustration,US,4000.0,Magnificent Marvelous and Macabre Coloring Book,4309.0,successful
1430,189,Illustration,US,10000.0,Animal Inspired T-shirts by IHsquared,11451.0,successful
1431,138,Illustration,FR,1800.0,Art of Anndr : A Fantasy Artbook,7813.8744714,successful
1432,162,Illustration,US,4444.0,Little Monsters Tarot Deck & Book,7149.0,successful
1433,63,Illustration,CA,3750.0,Colouring Paradise: a Renaissance-inspired coloring book,3043.23026936,successful
1434,365,Illustration,US,13000.0,Fifth Element - A Fifth Element Artbook,15301.0,successful
1435,30,Illustration,US,1128.0,"The Art of Beer: ABCs of Beer Bottle Art, Beach Edition",1649.0,successful
1436,7,Illustration,US,200.0,Shorter For Greater,291.0,successful
1437,117,Illustration,US,150.0,Lightning Farting Cloud Vinyl Sticker + Bonuses!,913.0,successful
1438,29,Illustration,US,1000.0,Strange Drawings by Sam Flegal - Book 2,1752.0,successful
1439,334,Illustration,US,12000.0,Self-Publishing of Lunar Fire Tarot Deck,27054.0,successful
1440,16,Illustration,US,250.0,Illustrated Fashion & Lifestyle Blog with Cozy Reverie,1000.0,successful
1441,65,Illustration,US,5000.0,the electric tarot,5120.0,successful
1442,66,Illustration,US,250.0,Day of the Dead Catrina Vinyl Stickers,1125.0,successful
1443,421,Illustration,US,9000.0,"'Adorkable', The Art of Jeff Victor Art Book",27527.0,successful
1444,36,Illustration,US,12000.0,25 Fables: Aesop's Animals Illustrated,12682.0,successful
1445,146,Illustration,US,200.0,Bring your name to life with a drawing,826.0,successful
1446,215,Illustration,US,8000.0,Encounters with the Imaginary : Boneshaker Press Vol 1,11201.0,successful
1447,54,Illustration,US,5000.0,"CHAKRAS Root to Crown: Oracle Deck, Workbook & eBook",5391.0,successful
1448,75,Illustration,US,2500.0,Slingshots & Heartbreak V.3,4066.0,successful
1449,54,Illustration,AU,3000.0,New Frontiers - A Coloring Book for Everybody,2607.636698898,successful
1450,36,Illustration,GB,500.0,Where's Cthulhu? Arkham Parade,1623.53628696,successful
1451,39,Illustration,CA,300.0,Darth Lady Stickers,424.51836,successful
1452,820,Illustration,GB,100.0,Sweary Colouring Book,20794.3092099,successful
1453,64,Illustration,US,700.0,The Tiny House Coloring (and Activity!) Book,1845.0,successful
1454,6,Illustration,US,100.0,"Sexy ""Swear"" Adult Coloring Book",256.0,successful
1455,10,Illustration,US,800.0,Thrilling Mystery Limited Edition Silk Screen Prints,831.0,successful
1456,34,Illustration,GB,1000.0,BCU Illustration Show,1617.78585969,successful
1457,43,Illustration,GB,500.0,Starlight Sanctuary - A Dragon Field Guide,2327.68598421,successful
1458,176,Illustration,US,8200.0,Caribbean Blue Artbook Print,11921.0,successful
1459,78,Illustration,US,1.0,Original Drawings from $1,834.0,successful
1460,29,Illustration,US,5000.0,Tourist! Year 1 - by T. Kyle Gentry,5004.0,successful
1461,42,Illustration,NZ,500.0,ZEN ART FOR $1,1453.23830738,successful
1462,39,Illustration,US,500.0,Beginnings: The Strange Drawings of Sam Flegal,1717.0,successful
1463,19,Illustration,US,100.0,I will turn your pictures into a Yellow cartoon style,253.0,successful
1464,12,Illustration,US,225.0,Classic to New Disney Art Drawings,234.0,successful
1465,44,Illustration,US,250.0,Fantasy Postcard Set,968.0,successful
1466,80,Illustration,IE,4000.0,Duality Deck - artist oracle cards and book,5442.3230886,successful
1467,49,Illustration,US,3000.0,The Ideal Relationship Project,3601.0,successful
1468,40,Illustration,GB,250.0,Help fund This Is Why We Can't Have Anything Nice art book!,1121.40385434,successful
1469,97,Illustration,US,7666.0,ForeverScape: Infinite Mobile,8012.0,successful
1470,22,Illustration,US,50.0,The Mayhem Project,158.0,successful
1471,10,Illustration,US,250.0,Aki And The Yokai,316.0,successful
1472,71,Illustration,US,2500.0,Acacia Tarot - Major Arcana Cards,2512.0,successful
1473,740,Illustration,US,3400.0,The SKULLGARDEN Coloring Book,18559.0,successful
1474,8,Illustration,GB,400.0,Caricatures,605.06134,successful
1475,19,Illustration,US,500.0,Illustrations for a Poseidon devotional,600.0,successful
1476,57,Illustration,US,2000.0,World of Stadiums,2479.0,successful
1477,86,Illustration,US,3500.0,Monster Mayhem Anthology,3909.0,successful
1478,48,Illustration,US,1000.0,Face Cards: Killer Babes,1162.0,successful
1479,221,Illustration,US,3500.0,Lance Miller's New Steampunk Playing Card Deck,10707.0,successful
1480,63,Illustration,US,3500.0,'A-Z of Lil' Zombies' artbook,3700.0,successful
1481,32,Illustration,CA,10000.0,Oracle 33 Card Deck - Empowering the Teenage Soul,7814.25868552,successful
1482,54,Illustration,CH,8000.0,Pierangelo Boog Art Book,9596.27202672,successful
1483,48,Illustration,US,1500.0,TesseraE I: A Book of Ink Drawings,3639.0,successful
1484,14,Illustration,US,1500.0,"18"" x 24"" Minimalist Screen Printed Movie Posters",2059.0,successful
1485,15,Illustration,US,600.0,amandarias' Art Debut,633.0,successful
1486,29,Illustration,US,150.0,Amazing Animal Portrait Drawings!,748.0,successful
1487,15,Illustration,US,100.0,penguin pals!,250.0,successful
1488,65,Illustration,NL,1000.0,Pookie Cat Tarot (CAT-rot) cards - when divination met a cat,3725.42156295,successful
1489,89,Illustration,US,3800.0,Atomic Tarot,4373.0,successful
1490,360,Illustration,US,15000.0,Woosah - Woodcut Prints and Apparel,20498.0,successful
1491,23,Illustration,US,1200.0,and the sea 2017 calendar,1643.0,successful
1492,33,Illustration,US,400.0,Wildlife & Nature Drawings Starting at $5!,622.0,successful
1493,40,Illustration,US,250.0,Zhivago's Ultimate Reference Sheet,1569.0,successful
1494,103,Illustration,US,15000.0,Little Nightmares: An Art Book By Jen Lightfoot,15492.0,successful
1495,116,Illustration,US,5000.0,Making a Scene 2013 Art Book. Art from classic movies.,11079.0,successful
1496,20,Illustration,US,450.0,Illustrated Bernie Sanders Buttons,502.0,successful
1497,41,Illustration,US,300.0,"Lil' Monsters!: Collectible Stickers, Prints, and Shirts",752.0,successful
1498,132,Illustration,GB,2000.0,£4 Drawings by Red Ted,5677.44997065,successful
1499,52,Illustration,US,2700.0,Art Devotionals,2930.0,successful
1500,77,Illustration,GB,6033.0,Ocean Swell,9407.38954962,successful
1501,211,Illustration,US,10000.0,ArtNuVogue U: Online Art Classes with Leilani Joy,12808.0,successful
1502,278,Illustration,US,400.0,Little Deadpool Vinyl Stickers,2492.0,successful
1503,32,Illustration,US,275.0,Day of the Dead Daryl Dixon Calavera Vinyl Stickers,428.0,successful
1504,26,Illustration,GB,350.0,One:Two:Twelve,2366.91795213,successful
1505,21,Illustration,GB,750.0,Dead All Over 'Día de los Muertos' T-Shirt and Artwork,1315.81775477,successful
1506,26,Illustration,IT,600.0,Original personalised illustrations,693.05555961,successful
1507,61,Illustration,SE,6000.0,THE ART OF Y.E.S.,1835.61216768,successful
1508,21,Illustration,US,750.0,Unicorns & Pixie Dust: An Uplifting Fantasy Coloring Book,1000.0,successful
1509,21,Illustration,US,1360.0,Paper Tails: A Dog Paper Doll Project,1468.0,successful
1510,3,Illustration,GB,20.0,"Tarot Cards , Major Arcana :  ' The Star '",159.74076405,successful
1511,71,Illustration,GB,2000.0,Periodic Table of Musical Instruments,3325.43969251,successful
1512,18,Illustration,US,400.0,HABITAT - The Book,835.0,successful
1513,144,Illustration,CA,500.0,Drawings for a dollar!,1407.9693692832,successful
1514,137,Illustration,US,1000.0,Spirit Horse Coloring Book,4031.0,successful
1515,25,Illustration,US,350.0,Let Me Draw Your Role Playing Character,470.0,successful
1516,383,Illustration,US,2500.0,Poster: San Francisco Contours,8166.0,successful
1517,159,Illustration,US,3500.0,Coffee Creatures,8901.0,successful
1518,99,Illustration,GB,4500.0,Skull & Heart Print Exhibition: The Colour Series,8099.6312271,successful
1519,40,Illustration,US,900.0,Watercolor Postcards,1204.0,successful
1520,154,Illustration,US,10000.0,Change 4 Love,10330.0,successful
1521,7,Illustration,US,500.0,Art Work and Ministry,507.0,successful
1522,46,Illustration,US,3000.0,Charlotte Lively and The Not-So-Wicked Witch,3510.0,successful
1523,101,Illustration,US,1000.0,"""The Bear of Bad News"" coloring book by Elizabeth Jancewicz",2344.0,successful
1524,28,Illustration,BE,380.0,SmillustrationS,630.22898232,successful
1525,132,Illustration,US,600.0,Fantastical Coloring Book,3489.0,successful
1526,97,Illustration,US,400.0,Adorable Cthulhu Stickers by Melbaka,1113.0,successful
1527,60,Illustration,US,1000.0,Tales of Mirari: Kings,2602.0,successful
1528,31,Illustration,US,700.0,Dreams of Beans McKee,1251.0,successful
1529,54,Illustration,US,400.0,Pickled Piglet Art Stickers!,537.0,successful
1530,68,Illustration,US,900.0,Steampunk Animal 2014 Calendar,1818.0,successful
1531,40,Illustration,US,1500.0,My Catholic Magnets,2001.0,successful
1532,51,Illustration,US,2000.0,"""Endangered"" A Coloring Book Series of Endangered Species",2019.0,successful
1533,97,Illustration,DE,3000.0,The Art of Lighane,4839.62736294,successful
1534,105,Illustration,US,10000.0,Making a Scene 2015 Art Book,11680.0,successful
1535,23,Illustration,US,300.0,Alphabetical Bewitching Collection,524.0,successful
1536,41,Illustration,US,500.0,Owl 2015 Art Print,1072.0,successful
1537,74,Illustration,US,500.0,$1.00 art! Accessorizing animals!,545.0,successful
1538,179,Illustration,US,10000.0,Wicked Tarot Playing Cards,10462.0,successful
1539,43,Illustration,US,250.0,Snow White & Evil Queen Sugar Skull Stickers,553.0,successful
1540,39,Illustration,US,950.0,Madam Mezmerelda's Dark Steampunk Coloring Book for Adults,1457.0,successful
1541,258,Illustration,US,18000.0,Wild Money: Where Creativity and Money Meet,19709.0,successful
1542,85,Illustration,CA,1300.0,Draw Cool Sh*t: Sketchbook of Graeme McCormack Vol 1,2342.83124016,successful
1543,383,Illustration,ES,7500.0,Asteroid Artbook,18888.6324709,successful
1544,15,Illustration,US,500.0,Cats Being Basic: Greeting Cards Set,539.0,successful
1545,34,Illustration,US,1000.0,Rededication: The Art of Hanukkah,1123.0,successful
1546,44,Illustration,US,600.0,7 SENSES — PERSONALIZED drawings for you and an art gallery,816.0,successful
1547,24,Illustration,US,250.0,The Monkey Clan Stickers,366.0,successful
1548,41,Illustration,GB,500.0,Cat Cards,1477.03398682,successful
1549,44,Illustration,US,250.0,Day of the Dead Daenerys Calavera Vinyl Stickers,680.0,successful
1550,56,Illustration,AU,1000.0,Totally Mentally Unstable: A Psychedelic Coloring Book,1695.84191568,successful
1551,114,Illustration,IE,3500.0,INKLINGS 2 - Coloring Book for Adults by artist Tanya Bond,4710.59323592,successful
1552,7,Illustration,US,200.0,Fun and Colorful Mixed Media Original Drawings,290.0,successful
1553,150,Illustration,US,3500.0,H.P. Lovecraft Metal Record / Artbook,4911.0,successful
1554,45,Illustration,CA,2000.0,The Thing About Being Alive,2497.86772662,successful
1555,33,Illustration,US,500.0,Dwarves - a sketchbook,1893.0,successful
1556,38,Illustration,CA,1200.0,The Soulful Colouring Book,1049.39989451,successful
1557,120,Illustration,US,5000.0,Phil Cheney's Coloring Book,6834.0,successful
1558,61,Illustration,CA,500.0,Wild Beauty - An Adult Coloring Book,1541.5799022,successful
1559,585,Illustration,US,14000.0,Best Season Ever,16985.76,successful
1560,11,Illustration,US,320.0,Creating High Quality Art Prints from the Artist Herron,339.0,successful
1561,175,Illustration,US,500.0,Fantastical Coloring Book II,4337.0,successful
1562,23,Illustration,US,1234.0,"Bedtime Stories NOT for Children, Dog for a Day",2356.0,successful
1563,54,Illustration,US,1400.0,"Mythical Creatures, Beasts, & Monsters: A Paper Doll Project",1985.0,successful
1564,12,Illustration,US,500.0,Folklore and Fantasy Art,511.0,successful
1565,27,Illustration,GB,1000.0,Becoming Visionary mini: a prototype handmade I Ching deck,1644.68952417,successful
1566,86,Illustration,US,7500.0,Living Deep Time Year 000001 – A Calendar for Now,7640.0,successful
1567,35,Illustration,GB,350.0,"3 words, one drawing!",666.2023456,successful
1568,87,Illustration,US,7450.0,Blood Rituals: the Art of Tom Baxa - dark fantasy art book,8244.0,successful
1569,81,Illustration,US,5000.0,Speculative Spirits: Apparel Inspired by Liquor + Fiction,5834.0,successful
1570,13,Illustration,US,425.0,The Sportsmen of Oz Limited Edition Trading Card Set,1396.0,successful
1571,25,Illustration,US,300.0,Phone Home E.T. Diecut Vinyl Stickers,344.0,successful
1572,119,Illustration,CA,8500.0,Picnics in Paradise,6809.24727,successful
1573,14,Illustration,SE,800.0,Doodles for everyone,199.08180564,successful
1574,118,Illustration,US,4253.0,Floral Tattoo - A Coloring Book for Adults,5049.0,successful
1575,46,Illustration,US,777.0,Colorotica: The REAL Adult Coloring Book,1395.0,successful
1576,1095,Illustration,US,10000.0,Under the Hood: An Art book by Sean Gordon Murphy,76354.0,successful
1577,16,Illustration,US,600.0,Steampunk Holiday Cards,676.0,successful
1578,90,Illustration,GB,5000.0,"Saltwick: Artist book of sketches, geology & Whitby coast",6564.43404804,successful
1579,71,Illustration,US,4000.0,Foxhill Printmaker goes to Chicago!,4401.0,successful
1580,380,Illustration,US,20000.0,The 78 Tarot Project - A Global Art Collaboration,24846.0,successful
1581,1756,Illustration,US,14000.0,Burl & Fur,57620.0,successful
1582,577,Illustration,US,14000.0,Lance T. Miller's Steampunk Playing Cards Black and White,22442.95,successful
1583,14,Illustration,US,600.0,PT Apparel,650.0,successful
1584,34,Illustration,CA,1000.0,Illustration & Design Fundraiser (2018 graduating class),1020.6133252,successful
1585,49,Illustration,US,6000.0,The Word Made Flesh,6775.0,successful
1586,32,Illustration,US,150.0,Grumpy Mug Vinyl Sticker,190.0,successful
1587,85,Illustration,US,750.0,Animal Playing Cards : : Illustrated Art Deck,2405.0,successful
1588,15,Illustration,ES,50.0,I'll draw whatever you want!!!,322.54254312,successful
1589,17,Illustration,US,250.0,Goth Girl Art Prints,310.0,successful
1590,30,Illustration,ES,500.0,A Year of Vanlife: 2016 Calendar,1352.91344922,successful
1591,100,Illustration,US,4000.0,Zodiac Greeting Card Set by 12 Different Artists,4312.0,successful
1592,97,Illustration,US,2500.0,Popzilla: Pop Culture Kaiju Art!,4103.0,successful
1593,15,Illustration,US,2500.0,Monster Book Project,2560.0,successful
1594,32,Illustration,US,750.0,A Poetry Workbook,855.0,successful
1595,68,Illustration,GB,1500.0,The rise and fall of Mel Gibson,2556.80014928,successful
1596,370,Illustration,US,6420.0,The Stoner's Coloring Book: Coloring for high-minded adults,10079.0,successful
1597,82,Illustration,US,250.0,Day of the Dead Belle Calavera Vinyl Stickers,1255.0,successful
1598,104,Illustration,US,6000.0,Natural World Tarot Deck - Major Arcana,6716.0,successful
1599,105,Illustration,AU,1000.0,Sketch Biz - The Sketchbook of Lauren Marshall,4602.4887202,successful
1600,86,Illustration,US,3000.0,Pens & Pedals,4239.33,successful
1601,124,Illustration,US,2000.0,The Periodic Table of Elements Poster,3266.0,successful
1602,146,Illustration,US,3500.0,"""Ghost Guard"" Glow-in-the-Dark Patch, Lapel Pin, T-Shirt",4872.0,successful
1603,16,Illustration,US,500.0,CARTOON Limited Edition Silk Screened Prints,1180.0,successful
